temperature,humidity,soil_moisture,irrigation_needed
31.09,76.92,20.61,0
29.03,89.44,33.92,0
33.23,82.45,8.09,1
27.7,85.5,14.26,0
29.69,85.09,35.24,0
36.98,73.32,20.85,0
27.92,62.28,10.91,0
35.06,61.04,14.17,1
32.57,56.22,18.41,0
28.87,50.74,32.48,0
35.52,66.02,13.62,1
34.65,88.18,28.92,0
20.67,63.59,7.37,0
39.68,66.99,21.32,0
25.58,69.33,23.08,0
34.83,79.72,13.78,1
29.43,85.94,10.34,0
31.18,50.28,6.64,1
33.69,85.73,21.91,0
31.97,75.67,6.88,1
39.79,62.18,27.57,0
22.24,89.82,23.17,0
31.78,86.71,24.98,0
21.16,68.62,6.08,0
24.63,69.58,34.62,0
39.17,83.72,13.9,1
26.26,70.12,36.31,0
30.56,65.66,9.7,1
25.92,78.25,8.58,0
26.18,78.14,36.02,0
36.91,77.65,10.27,1
35.83,88.23,12.61,1
32.56,82.57,23.61,0
34.43,60.25,29.74,0
39.81,57.41,37.44,0
26.94,75.05,6.98,0
23.63,51.21,27.64,0
26.79,50.36,31.41,0
25.13,52.52,24.57,0
24.95,80.6,29.01,0
24.52,75.98,12.5,0
30.83,60.05,29.34,0
28.25,85.28,7.89,0
20.67,89.19,6.22,0
32.57,67.16,38.56,0
37.08,50.82,37.67,0
36.6,54.61,14.89,1
25.38,65.35,37.18,0
24.93,55.5,37.72,0
31.99,83.11,34.09,0
31.61,68.82,14.58,1
28.29,61.56,11.91,0
33.03,68.69,37.82,0
28.43,68.47,29.89,0
33.77,54.28,10.45,1
31.98,73.08,13.09,1
30.36,85.33,24.76,0
32.77,72.67,11.58,1
34.64,74.8,5.51,1
37.68,82.4,23.66,0
21.28,55.99,24.97,0
25.96,59.9,23.19,0
39.39,60.32,18.56,0
32.0,56.26,25.18,0
38.18,50.03,38.15,0
32.7,52.41,18.2,0
25.36,59.85,28.6,0
28.7,71.92,35.13,0
39.6,78.46,7.14,1
39.01,71.43,24.44,0
27.73,83.59,30.04,0
21.61,56.47,38.03,0
24.4,60.86,21.77,0
37.13,87.33,11.18,1
33.88,76.33,32.99,0
26.06,84.62,24.27,0
35.97,51.81,37.49,0
30.37,75.37,22.44,0
28.68,83.09,22.63,0
30.82,54.9,32.96,0
34.35,55.94,13.33,1
30.46,75.96,16.59,0
28.99,50.97,26.21,0
34.02,88.47,15.67,0
24.07,68.49,34.95,0
33.04,59.42,11.11,1
30.66,59.33,30.03,0
29.64,82.14,6.19,0
35.43,61.91,36.71,0
35.89,54.22,10.12,1
39.52,88.28,10.72,1
20.97,73.5,8.08,0
20.41,75.47,19.74,0
29.92,79.14,15.68,0
27.26,54.17,7.41,0
22.13,76.49,34.55,0
37.33,87.86,37.09,0
22.3,84.75,39.87,0
38.59,60.11,31.97,0
24.55,81.25,35.53,0
27.88,50.98,31.84,0
28.58,62.74,31.28,0
35.69,60.43,8.49,1
39.33,62.66,9.75,1
20.26,68.26,35.64,0
23.0,79.85,17.83,0
20.15,53.08,5.61,0
22.56,59.34,39.8,0
31.46,57.28,39.87,0
37.27,61.61,20.07,0
25.33,80.32,7.95,0
22.77,64.09,8.84,0
28.55,57.53,30.73,0
35.1,74.81,27.84,0
20.92,86.84,29.87,0
25.51,80.7,7.15,0
35.59,82.68,10.08,1
24.86,82.26,7.71,0
36.38,69.32,13.74,1
27.54,67.89,8.91,0
21.35,70.22,24.19,0
31.19,73.57,9.5,1
33.67,75.09,18.08,0
35.73,60.91,28.19,0
31.8,75.73,28.05,0
30.34,66.0,27.02,0
36.23,57.02,33.27,0
29.54,84.78,6.34,0
30.46,55.32,12.52,1
28.6,64.71,8.85,0
37.39,52.38,33.62,0
23.49,80.69,27.21,0
25.82,69.68,23.9,0
35.21,58.39,31.26,0
21.05,78.86,16.95,0
35.63,61.38,16.85,0
29.73,55.7,22.62,0
30.98,82.94,11.59,1
23.1,71.04,31.68,0
28.88,81.49,17.69,0
33.45,88.6,32.18,0
29.83,62.6,26.31,0
20.64,70.32,21.85,0
39.69,55.79,25.26,0
34.73,77.11,12.76,1
38.88,88.33,29.11,0
38.12,78.48,23.84,0
24.93,56.21,11.5,0
23.72,76.23,8.61,0
34.04,51.42,37.14,0
24.52,84.33,6.08,0
37.03,59.69,31.85,0
31.81,59.67,31.57,0
21.17,55.66,9.36,0
27.27,64.54,30.88,0
23.38,54.08,13.78,0
39.46,54.98,15.68,0
36.95,83.47,9.45,1
38.01,88.97,24.55,0
28.89,57.94,7.99,0
34.1,63.44,32.34,0
36.48,57.9,12.3,1
39.28,83.52,28.02,0
32.03,70.79,5.21,1
30.69,50.12,26.05,0
38.67,66.11,21.59,0
30.76,80.61,30.36,0
32.29,75.37,25.33,0
30.47,56.51,29.72,0
32.78,63.93,22.07,0
36.32,66.56,11.87,1
26.89,52.42,29.63,0
25.59,75.49,27.38,0
28.11,84.0,27.6,0
32.71,69.15,18.7,0
27.92,63.84,16.43,0
20.7,64.42,30.66,0
38.07,54.55,16.37,0
21.82,85.99,20.35,0
25.33,72.52,34.06,0
30.53,61.08,7.71,1
28.94,81.8,36.56,0
26.38,78.29,11.99,0
34.61,85.7,30.41,0
20.69,84.58,28.55,0
30.4,69.53,36.38,0
30.46,73.72,11.43,1
34.6,85.77,34.28,0
34.15,86.2,32.47,0
33.94,55.27,38.24,0
37.04,75.26,38.78,0
33.23,78.37,24.68,0
26.25,76.79,35.98,0
28.15,58.03,6.09,0
32.62,75.23,9.28,1
34.3,60.08,36.82,0
21.41,64.07,26.06,0
35.98,63.44,17.34,0
25.79,87.98,6.66,0
35.79,86.0,25.04,0
31.43,86.04,24.44,0
35.89,80.37,8.0,1
27.4,73.87,22.06,0
39.02,83.83,7.54,1
29.8,82.43,31.76,0
26.92,87.78,18.54,0
33.35,75.73,16.19,0
31.26,55.21,11.84,1
20.71,83.01,6.99,0
37.74,78.44,38.9,0
26.98,70.28,13.79,0
30.08,73.3,14.14,1
37.34,57.17,10.85,1
31.59,58.46,20.18,0
39.1,80.55,6.93,1
20.8,50.59,16.41,0
35.77,89.85,14.4,1
21.13,51.62,37.72,0
26.87,74.31,5.33,0
35.78,75.62,20.96,0
33.81,78.4,26.31,0
36.24,54.23,31.82,0
24.2,87.44,32.02,0
28.32,87.12,11.07,0
27.73,88.54,34.11,0
28.85,54.03,10.15,0
35.41,76.54,31.8,0
36.41,51.43,14.87,1
26.35,71.03,19.29,0
30.03,88.55,31.11,0
31.9,72.55,26.57,0
24.66,70.58,11.58,0
30.3,52.56,9.05,1
23.02,70.12,11.18,0
22.61,50.46,25.17,0
21.89,86.96,24.98,0
39.11,86.28,8.51,1
30.75,51.73,11.66,1
20.04,76.44,34.12,0
25.7,51.68,7.03,0
37.06,58.44,17.26,0
34.34,64.18,35.23,0
25.59,61.57,16.58,0
29.2,52.69,11.61,0
32.14,80.64,10.38,1
28.14,68.18,39.89,0
23.23,81.24,17.66,0
29.01,72.7,35.59,0
31.76,73.67,14.51,1
29.43,63.76,6.35,0
23.45,67.29,15.51,0
27.06,59.13,29.55,0
33.63,74.88,7.63,1
35.75,74.16,16.22,0
34.75,50.37,38.77,0
35.23,85.17,9.67,1
33.42,88.33,38.86,0
20.12,88.5,26.78,0
39.44,85.09,39.27,0
31.78,69.3,31.76,0
30.92,50.66,17.2,0
36.45,53.67,24.9,0
20.48,76.0,21.5,0
34.53,66.78,15.42,0
32.92,59.64,31.15,0
38.56,83.55,20.05,0
34.25,78.75,38.6,0
39.06,52.98,31.14,0
21.09,65.78,34.78,0
33.93,50.7,11.56,1
31.85,81.97,10.86,1
34.85,85.78,6.27,1
28.82,52.91,18.22,0
39.47,86.69,23.79,0
23.76,50.25,9.91,0
27.96,70.72,10.96,0
29.43,50.95,19.84,0
38.58,76.89,6.43,1
34.64,54.82,29.94,0
38.8,80.89,28.03,0
28.67,72.97,17.02,0
35.99,50.88,17.29,0
36.98,64.49,35.55,0
25.77,71.46,25.15,0
32.17,82.8,38.94,0
24.92,69.84,5.25,0
38.27,81.08,28.32,0
39.02,57.76,13.31,1
30.32,67.01,37.56,0
39.16,85.56,26.91,0
32.6,69.24,11.25,1
35.15,51.49,18.63,0
37.19,62.28,15.37,0
28.3,85.56,12.93,0
27.22,53.41,30.72,0
30.5,67.4,28.45,0
36.94,83.5,27.06,0
23.1,60.8,30.67,0
30.37,80.59,10.86,1
39.37,54.74,21.8,0
36.24,60.31,26.81,0
35.95,59.33,12.33,1
35.13,65.74,35.99,0
31.39,74.92,34.4,0
36.9,77.21,6.94,1
20.12,73.07,24.14,0
29.75,50.26,35.97,0
29.22,64.68,15.19,0
28.93,66.82,16.37,0
29.22,59.77,33.57,0
31.64,60.2,8.81,1
27.98,87.19,31.13,0
27.39,79.26,34.82,0
27.21,51.11,16.84,0
23.99,68.41,32.48,0
29.12,54.93,39.01,0
30.52,70.5,35.94,0
25.38,67.17,13.79,0
28.55,59.27,12.2,0
30.55,54.92,13.69,1
28.49,50.49,20.9,0
30.29,83.9,14.33,1
36.48,70.45,33.2,0
25.33,82.64,20.56,0
31.65,50.25,13.14,1
39.95,74.44,32.51,0
31.31,76.27,25.36,0
33.72,57.32,38.62,0
27.24,78.84,37.1,0
25.39,74.0,9.03,0
33.0,56.57,20.91,0
32.79,82.8,28.6,0
22.86,83.66,30.5,0
29.32,56.31,14.64,0
24.45,61.9,18.27,0
21.43,50.27,18.17,0
39.05,74.11,30.29,0
38.85,63.89,34.09,0
25.5,82.27,30.3,0
32.59,67.59,21.18,0
31.28,86.43,30.02,0
23.83,60.32,37.43,0
36.87,78.72,18.56,0
25.66,70.39,23.46,0
31.25,67.8,12.1,1
29.77,50.76,29.37,0
37.46,58.29,20.11,0
36.72,52.71,10.2,1
36.76,71.75,8.85,1
22.6,77.12,15.5,0
20.11,87.19,35.82,0
34.59,53.52,15.19,0
39.69,89.88,27.87,0
21.29,81.49,18.73,0
39.26,88.66,13.19,1
20.37,51.63,10.22,0
20.4,81.12,7.62,0
29.67,50.69,23.12,0
29.98,54.17,39.7,0
27.35,68.9,14.78,0
35.17,52.05,28.58,0
29.62,86.98,6.94,0
32.43,79.61,16.22,0
36.28,89.24,21.34,0
27.72,68.38,29.67,0
24.36,53.58,29.72,0
29.2,75.59,26.31,0
35.9,59.22,7.19,1
22.13,53.31,30.58,0
28.89,62.78,34.37,0
29.91,69.9,15.11,0
22.09,89.89,29.94,0
25.0,55.53,17.55,0
33.41,81.37,31.39,0
29.79,51.94,32.07,0
24.85,89.45,38.27,0
23.09,83.76,12.13,0
20.68,73.29,31.43,0
33.67,70.99,38.36,0
25.73,57.0,37.15,0
31.79,56.43,28.67,0
20.7,79.99,11.08,0
32.11,84.52,33.22,0
36.39,52.96,34.46,0
21.27,76.66,32.43,0
28.53,62.29,14.27,0
33.82,73.0,30.75,0
34.26,75.81,27.7,0
37.54,87.8,21.25,0
29.33,87.68,14.05,0
32.27,57.61,14.62,1
31.35,77.17,15.48,0
28.96,82.72,7.35,0
37.29,63.03,23.54,0
22.13,52.14,35.14,0
37.38,76.04,7.03,1
30.96,57.49,22.11,0
31.58,78.79,19.9,0
27.89,75.23,35.2,0
28.3,88.28,10.82,0
25.72,74.02,11.06,0
30.89,89.51,38.26,0
29.64,74.62,14.36,0
33.04,56.96,15.97,0
20.37,75.68,30.88,0
37.08,73.05,5.53,1
28.69,65.65,24.64,0
39.08,73.16,13.94,1
26.69,79.1,33.22,0
33.92,62.02,23.5,0
39.31,66.24,30.89,0
39.65,77.17,21.09,0
33.78,69.12,16.78,0
27.8,53.37,21.23,0
28.58,74.22,6.21,0
21.19,61.88,10.43,0
20.71,66.31,5.2,0
34.28,62.74,20.61,0
23.43,64.84,14.59,0
34.18,50.88,7.29,1
39.61,88.49,30.57,0
36.86,72.1,29.94,0
32.18,61.01,39.97,0
31.94,62.93,8.38,1
27.32,53.45,14.88,0
30.85,66.73,13.17,1
24.04,50.21,22.52,0
29.34,79.61,9.46,0
35.96,85.76,12.76,1
23.23,61.44,7.38,0
30.88,60.33,6.57,1
39.05,82.04,37.21,0
30.26,83.42,23.19,0
34.5,72.13,37.8,0
38.69,60.44,31.65,0
36.91,89.48,30.63,0
25.53,64.91,30.9,0
34.69,78.73,9.6,1
33.8,50.71,33.47,0
38.48,68.47,14.09,1
39.2,54.09,22.76,0
29.21,75.19,30.07,0
34.02,86.56,17.82,0
29.66,81.91,14.6,0
27.73,59.89,31.03,0
21.51,54.17,35.76,0
26.56,69.07,23.11,0
25.24,86.12,13.87,0
22.74,51.26,13.14,0
30.29,76.74,6.31,1
30.08,55.93,19.14,0
39.98,89.43,39.64,0
32.41,89.91,26.68,0
28.32,52.56,21.62,0
28.17,81.81,14.82,0
23.18,55.95,31.24,0
27.0,58.44,15.43,0
30.86,82.78,24.83,0
23.17,70.16,13.66,0
22.8,50.53,22.95,0
38.53,62.55,13.83,1
35.01,58.58,12.15,1
25.27,63.15,26.16,0
32.57,80.3,30.18,0
25.37,56.19,17.03,0
32.67,82.28,25.73,0
30.69,83.98,39.22,0
33.07,51.31,15.31,0
37.01,69.21,22.55,0
25.84,59.87,16.31,0
21.66,85.96,23.18,0
29.59,79.55,20.09,0
38.77,82.19,15.9,0
36.78,77.44,31.98,0
28.31,55.45,34.63,0
21.63,88.01,14.15,0
29.21,74.19,21.41,0
24.63,65.2,26.56,0
24.06,67.38,39.95,0
25.03,65.09,35.87,0
37.57,86.38,11.45,1
22.63,84.55,7.24,0
32.79,72.4,11.04,1
34.13,72.58,22.6,0
38.16,68.9,22.8,0
32.11,64.17,20.0,0
37.53,61.92,28.25,0
27.04,79.7,13.12,0
38.21,60.13,6.93,1
31.06,82.04,22.66,0
24.9,88.68,5.96,0
27.29,72.85,17.46,0
20.08,82.08,21.64,0
35.47,56.05,13.8,1
20.31,78.5,23.26,0
21.41,81.36,21.45,0
28.31,71.29,31.98,0
37.06,74.67,17.64,0
27.21,64.0,9.41,0
28.84,61.05,26.14,0
26.55,88.1,11.43,0
21.57,64.86,20.26,0
38.93,58.55,31.79,0
38.55,80.13,9.59,1
30.84,57.81,35.73,0
28.51,57.53,12.85,0
22.47,80.39,33.52,0
36.07,63.09,6.69,1
22.68,67.58,11.72,0
21.52,70.24,31.83,0
36.26,87.2,5.66,1
38.8,87.12,6.9,1
23.56,89.96,26.32,0
22.83,50.14,13.26,0
22.62,54.0,13.56,0
20.7,79.66,27.58,0
22.1,60.82,17.28,0
39.71,83.04,25.19,0
34.7,87.03,37.82,0
38.04,86.17,12.41,1
31.45,76.38,9.05,1
27.56,59.96,38.03,0
39.56,63.77,38.5,0
29.76,70.6,17.92,0
37.85,52.6,19.2,0
25.6,59.78,18.14,0
30.72,58.83,28.12,0
24.95,59.74,32.74,0
26.34,75.59,10.31,0
25.33,73.89,39.97,0
34.05,84.92,14.39,1
34.11,70.36,14.58,1
22.48,58.11,13.57,0
22.58,84.08,36.05,0
29.8,56.37,37.88,0
24.81,89.74,14.13,0
35.49,53.84,20.55,0
25.13,52.34,8.15,0
26.84,59.63,18.38,0
29.17,83.73,7.26,0
33.03,81.67,39.43,0
20.09,76.95,26.05,0
39.04,70.29,9.82,1
35.85,59.86,29.5,0
37.32,84.34,11.14,1
34.02,74.81,5.05,1
34.03,75.55,29.66,0
31.66,52.63,31.42,0
32.43,73.14,32.9,0
24.37,85.22,34.2,0
22.51,53.1,23.13,0
33.33,65.92,6.13,1
34.07,84.89,31.07,0
37.16,72.22,35.3,0
34.22,83.05,21.02,0
35.91,59.01,7.7,1
28.07,60.29,24.05,0
37.64,74.32,12.06,1
32.47,54.41,19.67,0
28.04,81.68,29.25,0
38.1,60.34,38.08,0
24.52,52.75,35.95,0
29.78,65.78,36.56,0
32.58,85.64,31.41,0
30.62,54.15,10.7,1
26.35,81.23,9.01,0
33.07,53.14,31.24,0
36.51,82.69,19.13,0
21.76,86.96,12.11,0
28.5,71.19,28.67,0
34.96,64.19,25.17,0
37.45,56.77,28.76,0
27.63,66.04,16.92,0
27.07,55.96,30.63,0
22.29,77.28,9.18,0
27.99,57.28,31.27,0
22.7,55.65,28.92,0
28.94,77.95,18.21,0
31.6,56.9,23.91,0
33.36,72.5,17.0,0
37.57,50.74,38.75,0
22.65,76.8,27.74,0
31.84,66.67,30.39,0
22.31,88.4,22.33,0
23.96,86.47,35.31,0
29.61,74.7,26.53,0
38.18,55.38,5.22,1
23.11,76.41,24.45,0
30.52,67.54,20.29,0
23.99,66.95,32.0,0
25.76,62.66,14.05,0
39.88,85.81,36.42,0
28.63,73.69,9.95,0
