temperature,humidity,soil_moisture,irrigation_needed
24.6,60.45,11.4,0
27.59,66.27,9.7,0
26.32,77.02,6.04,0
35.7,51.59,20.29,0
29.74,86.3,30.61,0
27.68,65.78,6.57,0
24.38,62.58,19.25,0
36.91,88.52,26.14,0
23.96,67.76,25.96,0
24.42,61.83,6.23,0
33.55,50.81,21.08,0
28.99,71.24,37.77,0
32.34,73.06,22.8,0
26.98,56.32,35.1,0
27.16,51.05,26.02,0
38.51,81.07,17.26,0
27.74,57.33,22.96,0
28.54,72.59,33.98,0
30.65,75.42,35.28,0
30.49,68.82,14.22,1
22.43,73.08,19.27,0
20.85,82.01,34.15,0
23.09,89.68,19.39,0
39.42,74.21,5.36,1
32.79,78.58,14.22,1
31.26,74.81,6.56,1
21.13,78.31,27.51,0
37.54,66.82,38.97,0
31.01,52.12,24.04,0
24.8,64.63,10.91,0
39.89,87.25,11.86,1
27.65,74.31,16.39,0
34.16,51.87,32.75,0
32.03,57.46,5.9,1
29.0,54.84,29.15,0
29.53,83.14,5.73,0
33.89,88.72,16.35,0
32.45,68.41,13.39,1
37.42,67.36,31.19,0
38.56,62.42,34.64,0
26.66,58.93,27.79,0
31.69,65.17,8.1,1
22.69,80.91,9.37,0
29.25,75.3,39.32,0
20.31,72.63,23.25,0
20.7,66.16,7.11,0
26.28,85.36,14.39,0
22.94,81.94,6.05,0
25.94,68.92,35.03,0
23.42,62.5,25.24,0
22.76,79.97,33.24,0
26.87,53.4,15.92,0
30.73,88.32,14.87,1
37.59,79.92,38.03,0
39.04,64.62,36.17,0
32.45,75.1,28.24,0
20.09,61.96,7.58,0
26.34,54.95,27.27,0
21.61,52.1,36.42,0
39.17,73.03,20.63,0
23.04,84.08,25.31,0
26.25,76.3,7.93,0
24.78,68.26,32.75,0
32.3,85.86,39.57,0
36.98,78.84,8.31,1
38.28,71.4,23.51,0
28.97,76.0,13.87,0
22.13,84.85,39.39,0
27.77,80.08,17.87,0
21.58,84.98,27.4,0
36.71,54.26,21.14,0
34.99,52.86,31.55,0
20.84,76.53,14.77,0
24.45,51.89,30.29,0
21.54,88.72,13.3,0
28.35,66.36,22.07,0
22.48,60.94,18.98,0
34.72,55.96,6.23,1
30.92,56.97,6.48,1
30.62,62.11,19.55,0
35.06,63.73,34.98,0
35.32,73.25,28.39,0
30.13,76.14,16.37,0
24.01,80.81,23.32,0
32.99,81.56,16.94,0
34.5,85.82,37.13,0
29.94,79.15,24.28,0
29.97,63.52,37.12,0
21.51,73.23,23.71,0
35.6,87.49,9.98,1
40.0,59.37,6.99,1
21.17,64.85,24.88,0
37.41,73.47,18.59,0
34.2,78.32,11.21,1
27.64,82.43,20.84,0
37.89,75.89,21.46,0
33.58,50.8,28.1,0
39.64,52.77,5.45,1
25.58,60.64,23.89,0
22.79,84.15,5.22,0
20.36,76.73,37.77,0
39.89,54.24,17.8,0
35.69,60.88,31.14,0
26.03,74.51,32.29,0
36.14,55.5,35.23,0
32.91,59.62,26.03,0
24.93,53.87,8.96,0
30.96,69.77,30.31,0
36.07,67.11,22.64,0
23.06,88.91,25.07,0
30.5,75.33,17.74,0
29.79,67.59,16.35,0
26.02,66.52,30.28,0
26.86,50.29,26.87,0
25.78,70.01,35.3,0
28.65,81.35,9.91,0
24.55,68.38,34.33,0
36.94,57.33,22.56,0
32.77,85.25,31.22,0
23.26,81.1,29.88,0
34.85,72.8,6.05,1
21.43,57.55,28.17,0
26.45,77.86,16.47,0
36.7,88.06,37.06,0
24.62,61.55,22.17,0
20.63,65.53,20.75,0
30.46,76.84,37.52,0
22.14,69.54,17.04,0
20.57,60.68,20.11,0
36.21,80.7,38.54,0
37.53,61.9,19.4,0
30.62,73.17,12.38,1
20.58,82.04,6.53,0
26.26,79.4,19.1,0
28.26,81.96,9.49,0
31.91,51.43,16.95,0
26.97,81.1,32.55,0
32.57,89.97,17.07,0
27.34,89.35,27.74,0
23.27,64.28,21.45,0
22.92,65.8,10.45,0
22.45,63.52,21.4,0
25.28,66.8,20.26,0
28.59,68.76,25.47,0
28.85,74.26,24.47,0
25.94,82.46,18.83,0
30.69,70.58,29.12,0
22.46,86.71,12.42,0
29.78,61.0,31.69,0
35.71,67.95,30.38,0
21.51,77.41,12.68,0
34.02,78.71,32.24,0
36.93,68.54,36.57,0
37.87,67.82,18.55,0
26.91,54.37,38.99,0
30.49,52.46,14.96,1
36.99,87.05,13.86,1
24.13,88.6,25.55,0
36.19,53.5,33.34,0
26.67,64.35,13.07,0
30.11,56.19,25.61,0
22.52,88.66,29.44,0
35.76,74.4,24.84,0
20.42,55.58,32.85,0
37.6,64.83,30.03,0
29.27,75.87,34.76,0
38.59,54.94,10.16,1
22.02,58.52,37.47,0
28.24,57.6,15.77,0
25.88,65.75,23.59,0
25.88,58.93,17.07,0
34.45,79.77,35.55,0
35.97,55.09,19.86,0
36.68,54.72,19.98,0
22.06,68.52,22.78,0
32.8,64.2,18.93,0
27.82,66.43,28.56,0
37.43,60.03,8.67,1
31.11,63.08,37.4,0
23.03,61.1,21.95,0
34.14,50.54,6.06,1
27.51,53.15,28.81,0
30.05,68.04,9.61,1
38.55,79.4,11.07,1
29.97,54.8,20.04,0
31.38,77.08,37.41,0
32.22,89.18,28.05,0
20.88,71.16,10.06,0
28.35,55.44,11.4,0
26.37,56.12,6.86,0
20.06,85.66,15.81,0
32.81,77.97,34.33,0
20.17,75.56,20.82,0
35.06,52.09,27.37,0
39.13,78.27,37.42,0
37.8,81.82,27.83,0
22.35,61.98,25.91,0
20.34,62.28,30.56,0
38.0,56.93,38.85,0
25.24,80.79,39.77,0
30.47,88.55,16.64,0
27.28,67.56,8.42,0
22.02,69.12,14.68,0
21.01,58.03,5.58,0
30.59,52.79,7.49,1
34.25,89.01,21.24,0
22.94,60.03,39.65,0
28.81,70.7,37.22,0
32.13,77.07,36.81,0
34.1,81.87,36.23,0
29.96,66.35,35.05,0
37.44,61.28,10.36,1
34.59,87.82,36.48,0
35.35,62.16,27.77,0
37.8,65.79,11.09,1
34.93,84.69,14.79,1
29.54,54.97,17.34,0
36.56,76.86,24.52,0
25.43,83.67,26.65,0
29.12,56.32,24.1,0
37.68,65.46,25.22,0
26.86,86.07,32.22,0
32.9,70.87,7.2,1
22.38,66.36,37.8,0
27.75,60.7,39.05,0
31.47,78.35,18.44,0
33.35,79.94,19.91,0
23.17,84.06,17.69,0
35.65,74.01,8.5,1
33.83,52.93,14.01,1
32.81,61.63,32.23,0
37.58,54.2,31.47,0
37.28,69.43,26.42,0
27.62,70.18,18.78,0
31.53,86.82,7.48,1
37.91,69.0,8.96,1
25.41,70.8,11.31,0
28.22,59.91,28.4,0
37.27,54.03,33.79,0
38.77,73.49,33.25,0
27.28,72.51,37.28,0
25.51,72.14,35.04,0
32.5,65.22,28.45,0
38.84,73.6,15.59,0
34.56,50.6,31.11,0
34.89,64.8,31.04,0
30.37,84.36,31.17,0
24.11,55.44,6.19,0
24.33,61.8,37.06,0
22.03,82.62,17.3,0
25.04,77.04,13.02,0
20.27,52.02,25.82,0
20.69,56.59,8.08,0
26.1,88.56,31.4,0
30.03,83.46,8.51,1
31.86,50.44,14.07,1
31.2,60.6,28.43,0
33.22,87.32,28.77,0
25.36,65.36,23.45,0
22.91,67.15,38.78,0
25.66,72.48,39.38,0
32.17,72.39,13.82,1
27.75,89.22,31.13,0
39.55,62.76,39.06,0
33.05,58.39,18.93,0
28.64,67.53,33.49,0
27.31,53.19,37.15,0
33.56,55.56,25.61,0
21.61,56.76,25.81,0
26.44,87.4,17.91,0
39.31,50.9,7.28,1
29.63,61.99,15.5,0
31.56,67.05,31.42,0
33.13,65.62,11.92,1
24.03,74.36,5.18,0
28.47,74.54,36.62,0
21.82,79.2,29.48,0
25.53,82.33,28.6,0
31.03,66.69,33.64,0
35.26,66.72,5.27,1
27.86,72.2,21.6,0
30.83,53.66,10.2,1
24.5,79.91,20.33,0
20.67,84.8,32.87,0
28.42,81.68,16.84,0
25.06,58.7,36.47,0
24.65,57.09,12.55,0
25.05,64.58,24.21,0
37.96,87.03,16.51,0
38.6,80.15,34.85,0
20.83,75.8,34.77,0
25.71,84.52,7.01,0
28.91,80.34,26.81,0
23.41,52.43,23.33,0
39.77,77.7,19.5,0
35.46,53.12,27.29,0
39.53,64.24,34.54,0
36.82,54.21,33.49,0
23.01,54.61,15.01,0
27.05,54.69,24.4,0
28.79,68.13,7.99,0
38.94,65.8,23.53,0
32.95,59.46,30.69,0
31.65,56.88,29.54,0
30.43,70.8,19.09,0
25.73,77.26,22.42,0
39.05,84.72,24.93,0
37.0,86.69,28.66,0
25.27,86.48,34.06,0
34.89,58.69,5.9,1
26.4,87.78,21.5,0
28.87,72.77,29.33,0
20.05,78.79,11.42,0
31.59,55.86,28.17,0
21.43,78.12,9.75,0
39.8,89.27,5.31,1
32.05,56.99,26.18,0
32.01,59.41,6.83,1
24.24,89.66,10.29,0
23.81,88.03,16.56,0
27.73,86.78,23.13,0
30.27,74.46,8.79,1
23.77,73.1,18.75,0
27.78,79.86,24.92,0
37.48,69.1,28.4,0
25.6,68.07,31.55,0
31.82,60.08,36.75,0
22.04,51.48,34.9,0
23.09,84.58,31.91,0
39.41,78.98,32.01,0
34.77,51.79,30.36,0
37.08,61.69,38.73,0
38.08,54.07,6.02,1
26.51,80.23,9.68,0
21.52,69.39,18.87,0
26.97,53.32,16.04,0
33.6,70.13,23.54,0
22.47,54.83,17.81,0
24.3,77.88,38.29,0
37.71,66.19,12.34,1
25.67,55.21,38.69,0
38.34,85.29,27.29,0
36.75,82.3,38.72,0
36.91,54.5,37.29,0
33.19,74.62,9.32,1
26.86,72.38,18.01,0
32.85,73.61,19.16,0
38.88,70.28,38.94,0
39.54,72.19,24.78,0
33.91,67.79,34.64,0
26.29,81.5,38.59,0
22.4,75.55,11.48,0
24.62,55.69,8.22,0
32.51,64.31,13.25,1
23.34,80.92,23.26,0
27.8,85.67,17.77,0
27.03,71.72,33.07,0
27.22,76.16,7.59,0
37.8,75.63,36.56,0
32.2,51.75,26.34,0
24.93,82.4,32.04,0
24.34,72.95,26.08,0
28.79,71.52,29.27,0
20.03,51.37,34.6,0
29.06,84.98,8.25,0
21.48,87.79,18.38,0
35.13,88.19,25.19,0
29.46,65.68,8.48,0
25.23,69.17,15.19,0
34.47,65.55,26.38,0
21.53,51.53,36.06,0
22.9,61.67,23.64,0
30.68,55.18,12.53,1
25.46,54.37,7.23,0
39.25,87.6,13.77,1
39.67,51.75,25.58,0
25.83,70.76,17.05,0
36.11,65.55,32.1,0
35.96,67.35,28.5,0
30.71,68.97,8.19,1
20.78,52.24,25.64,0
27.36,59.51,9.24,0
22.97,77.83,30.21,0
36.74,55.0,14.08,1
31.1,55.65,17.54,0
36.45,65.56,20.15,0
32.27,78.78,27.97,0
39.62,81.93,8.2,1
26.03,84.99,34.3,0
32.65,88.54,38.35,0
25.96,83.92,31.93,0
22.47,78.81,8.34,0
34.11,80.53,13.99,1
30.47,56.13,20.48,0
30.54,79.46,13.18,1
39.32,51.56,21.2,0
26.96,70.09,14.4,0
26.07,60.53,33.55,0
20.64,85.94,29.43,0
39.86,57.41,35.29,0
30.91,77.88,33.99,0
39.71,52.19,5.34,1
31.69,69.45,39.83,0
36.67,84.79,37.17,0
35.28,85.54,8.68,1
39.46,52.75,20.64,0
39.43,76.8,15.07,0
24.37,73.34,36.15,0
39.47,87.7,31.2,0
30.99,72.16,34.55,0
36.1,72.29,13.56,1
30.62,63.08,20.71,0
39.17,70.35,21.77,0
35.54,89.5,11.74,1
20.69,89.32,16.16,0
27.15,62.94,29.81,0
33.62,86.83,25.43,0
32.81,88.23,7.2,1
23.6,71.26,34.41,0
24.88,67.81,8.29,0
39.62,55.5,30.6,0
33.74,82.11,9.08,1
21.63,66.71,7.31,0
39.46,56.41,8.09,1
23.69,81.7,38.59,0
26.99,73.61,34.73,0
30.56,75.9,23.39,0
30.44,51.81,15.73,0
22.57,54.3,28.92,0
28.33,71.04,32.01,0
30.21,86.67,29.43,0
31.5,73.71,35.19,0
38.41,69.43,15.22,0
28.1,89.68,35.42,0
25.09,50.3,28.34,0
20.95,66.34,7.47,0
21.74,70.59,7.03,0
31.96,74.23,7.38,1
30.03,77.09,7.98,1
29.44,81.43,16.63,0
24.98,82.54,27.69,0
22.07,84.66,24.2,0
28.1,87.47,34.31,0
37.33,83.6,28.53,0
21.32,54.23,27.06,0
21.6,63.59,32.21,0
20.59,88.23,14.84,0
26.61,76.29,7.43,0
37.28,77.69,11.5,1
21.27,82.32,20.24,0
27.01,65.03,5.83,0
27.43,61.81,19.59,0
25.94,67.19,33.88,0
30.35,63.82,35.35,0
24.34,53.99,30.79,0
29.25,88.26,39.44,0
25.36,78.82,34.68,0
20.08,88.04,9.13,0
23.81,73.47,19.92,0
38.82,69.93,12.14,1
32.61,57.66,19.47,0
38.26,59.53,22.02,0
22.13,63.75,34.47,0
36.12,75.64,28.07,0
24.83,52.29,38.11,0
32.0,52.12,17.35,0
21.23,88.27,9.7,0
23.41,56.95,7.86,0
38.3,64.64,10.49,1
25.77,75.25,8.1,0
30.35,60.83,22.99,0
38.08,88.98,34.0,0
31.74,73.01,10.55,1
34.97,88.98,33.52,0
39.25,64.48,30.47,0
27.39,78.92,21.82,0
27.64,50.89,26.39,0
28.27,60.28,29.14,0
34.07,67.61,37.68,0
38.07,76.61,24.69,0
36.48,68.65,16.8,0
23.38,52.75,23.81,0
23.58,73.7,38.75,0
24.49,51.63,36.31,0
31.47,81.13,16.61,0
26.67,65.75,26.99,0
36.63,61.85,27.25,0
23.73,62.28,6.23,0
34.93,70.12,6.88,1
32.08,67.11,28.03,0
38.2,81.63,18.61,0
33.53,76.21,32.35,0
22.5,74.07,32.38,0
24.27,58.0,13.05,0
32.16,61.38,38.61,0
37.61,89.63,31.01,0
39.66,68.19,19.13,0
38.28,63.97,34.28,0
34.85,64.09,34.78,0
20.52,58.18,6.63,0
27.04,84.5,7.46,0
39.37,74.97,17.01,0
21.85,77.43,34.87,0
36.06,80.46,19.74,0
38.54,68.15,16.09,0
36.82,85.16,36.14,0
21.43,58.25,19.48,0
36.02,53.69,16.66,0
31.2,75.52,31.42,0
27.85,66.8,24.45,0
24.15,79.13,31.25,0
21.17,76.44,18.4,0
37.26,83.93,28.75,0
29.04,87.08,37.86,0
25.16,81.35,28.98,0
37.03,72.08,28.41,0
31.57,69.12,33.52,0
29.17,68.85,9.61,0
24.16,72.26,25.81,0
35.3,53.64,38.8,0
39.44,88.02,13.69,1
25.72,79.93,8.56,0
38.38,76.52,8.64,1
33.27,60.92,36.5,0
23.67,69.76,23.52,0
20.79,85.63,18.87,0
21.64,79.35,28.63,0
28.96,77.8,24.31,0
25.78,89.71,29.61,0
22.78,85.74,6.48,0
33.66,77.01,37.58,0
22.3,76.66,33.87,0
34.23,81.47,17.08,0
33.91,75.64,33.72,0
34.25,71.02,13.99,1
33.39,66.93,5.97,1
38.22,53.94,34.22,0
23.44,86.29,14.21,0
30.4,56.96,14.22,1
26.94,64.8,11.75,0
23.19,72.74,5.13,0
30.33,52.77,21.37,0
31.19,67.1,10.51,1
32.23,71.75,11.36,1
22.52,62.33,25.61,0
26.81,58.06,28.43,0
20.17,67.18,16.28,0
31.44,75.0,35.13,0
30.87,68.82,19.75,0
21.43,84.22,15.74,0
23.11,68.14,9.27,0
32.28,66.1,36.82,0
24.2,79.43,8.39,0
20.16,62.07,36.81,0
35.28,72.18,30.47,0
22.45,56.13,31.45,0
36.71,88.1,20.01,0
33.89,78.4,13.97,1
24.45,62.79,16.97,0
34.5,62.85,22.08,0
23.66,85.1,11.78,0
29.32,67.82,7.75,0
28.57,61.85,39.39,0
39.63,52.97,25.97,0
39.99,60.8,38.54,0
37.12,52.33,32.68,0
34.6,59.83,9.89,1
37.36,86.76,12.06,1
38.71,80.93,13.48,1
31.62,78.43,36.88,0
21.8,51.29,34.97,0
33.26,62.5,20.91,0
25.85,82.51,22.57,0
32.77,89.98,37.78,0
30.38,65.92,33.78,0
24.97,86.68,26.2,0
29.84,57.98,19.39,0
26.74,83.47,31.77,0
33.73,89.58,20.25,0
20.13,64.3,22.59,0
35.89,78.79,6.27,1
35.44,80.87,30.79,0
29.62,84.17,12.64,0
32.64,71.42,37.4,0
35.33,52.56,30.58,0
34.13,65.94,25.8,0
39.46,68.0,38.93,0
23.73,60.71,24.39,0
39.78,86.43,7.73,1
31.8,70.56,24.89,0
28.21,62.56,34.19,0
32.25,68.28,12.65,1
29.15,83.53,35.59,0
27.54,83.9,24.66,0
28.52,84.23,33.08,0
35.9,59.93,10.27,1
22.67,68.83,30.16,0
35.3,88.36,26.08,0
20.3,84.95,24.94,0
33.45,78.43,20.41,0
23.32,67.13,38.03,0
29.03,89.96,19.69,0
20.23,83.98,24.58,0
33.05,76.9,37.74,0
22.23,50.07,37.94,0
31.15,87.07,12.15,1
35.3,65.43,28.68,0
23.21,76.97,21.8,0
22.96,77.12,6.32,0
25.58,79.47,31.15,0
29.08,71.99,9.57,0
26.02,58.93,16.06,0
37.14,73.63,10.56,1
20.39,71.78,33.19,0
25.71,58.25,26.16,0
23.37,58.62,22.81,0
21.88,70.33,27.38,0
35.18,70.45,13.58,1
28.58,75.3,39.43,0
35.49,87.03,14.06,1
23.63,68.74,38.1,0
27.59,65.91,22.66,0
21.04,61.36,37.32,0
20.98,74.45,17.85,0
20.07,61.38,17.98,0
30.92,86.4,7.07,1
34.51,81.54,28.71,0
29.12,68.94,14.64,0
22.02,58.33,18.87,0
22.84,57.69,33.1,0
35.32,59.07,31.51,0
36.94,80.52,25.96,0
26.97,59.15,39.88,0
32.17,51.59,15.84,0
20.38,86.93,28.26,0
39.59,88.68,5.1,1
36.18,65.1,17.53,0
26.01,89.38,16.86,0
29.27,53.74,20.41,0
32.69,79.64,15.99,0
34.25,68.06,12.83,1
21.92,55.83,9.22,0
23.28,72.59,32.91,0
21.44,72.25,22.33,0
22.31,50.8,22.64,0
39.06,60.16,28.36,0
37.46,87.22,39.0,0
39.36,81.84,19.05,0
25.02,79.32,38.55,0
36.67,67.69,14.25,1
21.18,68.6,25.31,0
20.79,56.03,32.8,0
26.31,74.96,29.89,0
37.46,65.5,33.62,0
21.46,53.51,7.25,0
22.49,87.94,23.8,0
39.84,88.57,18.83,0
28.07,52.56,32.87,0
32.22,70.98,27.34,0
36.4,80.46,16.57,0
23.88,67.67,28.89,0
34.74,70.52,5.42,1
35.38,58.5,9.63,1
29.6,51.39,17.33,0
38.9,57.51,39.56,0
31.14,85.29,18.98,0
20.52,86.35,33.91,0
31.14,77.21,5.88,1
29.92,53.84,25.88,0
20.6,67.96,34.93,0
25.88,78.95,39.22,0
22.88,62.1,12.0,0
39.3,80.49,5.83,1
23.85,85.23,24.43,0
20.83,59.41,29.61,0
30.26,58.51,24.34,0
25.07,88.93,5.93,0
20.73,73.01,23.51,0
39.64,72.76,29.83,0
33.05,76.36,31.59,0
23.59,62.61,8.39,0
29.48,78.04,25.98,0
31.84,66.02,37.59,0
23.09,78.58,16.51,0
23.47,78.89,17.06,0
23.48,53.09,31.21,0
30.07,89.29,18.59,0
27.78,68.31,9.07,0
23.43,56.27,12.25,0
20.83,79.52,36.2,0
30.48,63.15,17.8,0
24.34,52.95,31.33,0
36.19,67.26,35.29,0
34.82,56.61,31.91,0
21.0,87.87,36.77,0
23.85,63.11,33.06,0
35.12,74.01,15.43,0
34.08,55.66,7.33,1
32.42,56.3,13.19,1
31.33,72.33,30.41,0
35.61,68.92,19.7,0
35.56,69.4,5.87,1
25.42,86.42,37.56,0
20.38,80.41,11.06,0
23.1,52.55,22.86,0
35.59,55.43,38.52,0
24.26,83.7,35.74,0
25.78,50.2,23.28,0
20.48,62.83,15.82,0
34.31,61.43,23.95,0
36.74,71.32,35.36,0
34.38,58.74,18.31,0
21.29,59.61,35.43,0
21.43,60.83,12.04,0
35.93,58.01,33.36,0
27.48,88.35,7.35,0
33.26,89.32,22.51,0
25.18,69.87,37.09,0
33.46,52.65,9.23,1
29.75,58.85,20.92,0
24.09,50.17,22.19,0
39.44,58.15,5.23,1
23.61,67.9,13.08,0
24.19,64.86,9.17,0
27.29,68.81,24.2,0
23.85,56.32,8.06,0
20.94,74.2,37.98,0
21.79,84.22,34.64,0
27.87,81.91,24.63,0
26.7,51.08,8.74,0
26.82,50.68,23.13,0
24.86,63.6,10.37,0
22.86,66.78,29.59,0
30.97,78.2,7.54,1
24.11,63.97,23.27,0
26.67,63.5,12.61,0
32.61,52.99,27.76,0
24.68,51.86,18.86,0
37.22,69.3,38.65,0
20.2,50.7,30.61,0
25.92,58.21,18.89,0
21.57,86.37,36.23,0
33.52,60.22,8.58,1
26.21,70.15,8.38,0
37.82,80.85,11.23,1
22.23,71.8,38.26,0
29.66,75.54,34.33,0
26.71,65.21,10.17,0
23.1,87.05,10.06,0
25.11,55.85,11.12,0
30.46,77.35,34.74,0
24.67,59.65,25.3,0
34.14,79.34,34.19,0
32.6,63.31,8.82,1
22.06,53.86,7.6,0
28.38,76.05,32.85,0
35.02,85.98,19.44,0
38.17,54.12,35.32,0
39.0,56.25,12.62,1
38.04,76.33,17.53,0
28.67,57.82,11.55,0
32.99,59.59,6.79,1
21.1,53.65,37.18,0
25.99,74.52,22.34,0
28.19,70.43,8.65,0
30.52,54.3,30.0,0
21.5,57.59,7.96,0
23.71,86.71,29.57,0
26.68,77.76,5.2,0
37.67,53.0,16.86,0
22.81,73.84,19.74,0
25.43,64.29,36.18,0
33.38,59.6,19.66,0
29.96,73.25,25.46,0
36.42,84.04,14.7,1
31.93,79.41,36.73,0
39.96,75.37,20.53,0
27.55,71.04,38.99,0
20.62,82.11,10.39,0
30.32,65.03,36.76,0
39.26,85.1,33.8,0
21.71,88.76,37.84,0
38.62,76.02,15.14,0
36.96,85.62,36.98,0
26.22,86.85,16.36,0
37.28,68.06,12.74,1
39.62,64.31,19.42,0
34.26,57.58,5.61,1
24.96,66.2,11.18,0
36.57,89.58,25.93,0
25.93,77.62,33.35,0
38.51,73.36,35.65,0
37.14,76.1,27.65,0
32.33,68.03,39.92,0
35.53,74.36,10.83,1
37.69,77.81,36.06,0
28.04,73.18,16.14,0
25.6,52.63,19.43,0
36.73,51.62,22.44,0
25.71,52.93,19.13,0
26.37,54.53,10.57,0
24.16,60.2,5.29,0
24.42,50.39,38.54,0
32.71,60.6,9.85,1
28.84,61.68,24.37,0
20.61,56.48,38.88,0
22.85,70.58,36.68,0
31.97,83.93,34.6,0
22.77,59.87,23.73,0
35.82,55.76,24.0,0
26.04,78.4,9.65,0
24.3,61.3,31.5,0
29.31,58.6,9.4,0
39.83,84.01,34.51,0
29.09,58.71,20.85,0
24.37,87.22,17.02,0
39.53,72.8,20.58,0
27.82,84.53,14.61,0
21.45,53.49,7.1,0
36.28,81.79,14.01,1
28.6,53.47,23.77,0
29.77,70.47,15.16,0
21.24,88.18,14.04,0
36.14,74.88,13.3,1
28.56,60.93,32.08,0
39.8,54.6,17.64,0
27.32,86.23,22.77,0
32.1,84.79,37.91,0
33.94,80.89,39.86,0
27.32,68.59,33.06,0
38.26,71.05,12.15,1
34.99,88.19,10.52,1
20.59,86.84,10.8,0
22.59,63.92,23.15,0
38.22,59.9,10.76,1
26.66,58.55,9.2,0
35.42,79.51,6.58,1
35.45,58.52,26.67,0
20.92,84.88,36.84,0
20.59,78.17,21.82,0
22.46,56.46,20.41,0
26.59,61.28,39.54,0
30.94,87.95,17.2,0
28.29,72.51,23.81,0
21.2,87.41,8.65,0
31.08,54.42,19.86,0
22.43,66.08,35.46,0
23.52,77.08,24.39,0
29.62,72.23,30.93,0
29.43,54.93,25.93,0
31.97,86.0,12.34,1
35.39,79.9,36.4,0
31.07,84.24,14.76,1
33.93,57.1,27.42,0
26.57,73.82,22.83,0
27.93,50.71,9.5,0
21.89,64.01,23.09,0
25.41,85.88,36.61,0
32.02,72.31,32.65,0
22.71,70.77,24.06,0
26.5,64.72,33.22,0
33.59,79.31,23.29,0
25.25,75.65,10.49,0
35.69,77.67,36.2,0
32.15,53.04,25.77,0
39.07,71.46,26.33,0
33.14,87.95,14.63,1
38.74,57.38,31.37,0
22.12,56.02,16.36,0
21.7,79.97,37.36,0
33.16,69.33,22.65,0
35.95,78.15,12.12,1
30.83,74.89,24.36,0
31.89,55.98,11.85,1
35.52,73.17,26.12,0
20.69,71.69,33.46,0
36.05,86.11,14.78,1
25.48,78.77,19.83,0
20.64,84.05,14.65,0
33.77,83.48,21.36,0
20.82,82.71,7.33,0
32.42,78.69,24.81,0
38.94,76.1,29.59,0
28.69,50.74,34.79,0
30.73,56.54,22.53,0
